ID,Name,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
1500,Dissidia 012: Duodecim Final Fantasy,78,52,8.3,144,Square Enix,T
1501,Monster 4X4: World Circuit,51,11,7.8,17,Ubisoft,E
1502,Far Cry: Primal,77,27,6.4,194,Ubisoft Montreal,M
1503,Resident Evil: Revelations,82,78,8.5,397,Capcom,M
1504,Sonic Chronicles: The Dark Brotherhood,74,55,7.3,81,BioWare,E
1505,Star Wars: The Force Unleashed,61,8,5.5,18,n-Space,T
1506,Grand Theft Auto IV,90,40,6.6,2299,Rockstar Toronto,M
1507,Rock Band 3,93,57,8.2,137,Harmonix Music Systems,T
1508,WWE SmackDown vs. Raw 2011,75,49,7.6,45,Yuke's,T
1509,ESPN NHL 2K5,86,25,8.1,18,Kush Games,E
1510,Borderlands: The Handsome Collection,82,49,7.8,345,Gearbox Software,M
1511,Crimson Skies: High Road to Revenge,88,49,8.8,45,FASA Studio,T
1512,Madden NFL 08,76,29,6.8,27,EA Tiburon,E
1513,Spec Ops: Ranger Elite,48,4,6.6,16,Runecraft,T
1514,F1 2009,69,29,7.2,30,Sumo Digital,E
1515,Tom Clancy's Ghost Recon: Island Thunder,81,33,8.8,17,Red Storm Entertainment,M
1516,Sleeping Dogs,80,47,7.9,468,United Front Games,M
1517,Kingdoms of Amalur: Reckoning,80,71,7.7,446,Big Huge Games,M
1518,Kingdom Hearts Re: Chain of Memories,68,20,7.2,105,Jupiter Corporation,E10+
1519,Phantasy Star Portable 2,69,27,8.1,35,Alfa System,T
1520,Michael Jackson: The Experience,63,31,6.8,29,Ubisoft Montreal,E10+
1521,LittleBigPlanet Karting,73,69,6.9,159,"Media Molecule, United Front Games",E
1522,Tony Hawk's Project 8,69,17,7.3,19,Shaba Games,T
1523,GRID,87,62,7.9,131,Codemasters,E
1524,DiRT,83,59,7.4,94,Codemasters,E
1525,Red Faction: Guerrilla,85,84,8.1,237,Volition Inc.,M
1526,Fight Night Round 2,88,37,9,37,EA Sports,T
1527,Conflict: Desert Storm,65,14,8.1,17,SCi,T
1528,Cooking Mama: World Kitchen,62,17,4.9,12,Cooking Mama Limited,E
1529,Brothers in Arms: Hell's Highway,76,65,8.3,149,Gearbox Software,M
1530,Vagrant Story,92,19,8.3,129,SquareSoft,T
1531,Warriors Orochi,55,14,8.2,16,Omega Force,T
1532,Crysis 3,77,23,6.3,288,Crytek,M
1533,Mercenaries 2: World in Flames,72,43,7.1,73,Pandemic Studios,T
1534,Ghostbusters: The Video Game,76,29,8.5,28,Red Fly Studio,E10+
1535,Guitar Hero Live,80,69,6.2,160,FreeStyleGames,T
1536,Endless Ocean: Blue World,76,42,8.5,26,Arika,E10+
1537,Winning Eleven: Pro Evolution Soccer 2007,81,10,8.3,14,KCET,E
1538,Rocky,74,14,8.4,11,Rage Software,T
1539,Ford Racing,53,4,5.8,4,Toolbox Design,E
1540,Guitar Hero: Warriors of Rock,72,65,6.5,51,Neversoft Entertainment,T
1541,Lemmings,76,46,7.9,14,Team 17,E
1542,Dynasty Warriors 4: Xtreme Legends,72,15,9.1,39,Omega Force,T
1543,2010 FIFA World Cup South Africa,83,61,8.1,58,Electronic Arts,E
1544,Tomb Raider: Anniversary,73,22,7.3,25,Crystal Dynamics,T
1545,NBA 2K8,81,33,7,28,Visual Concepts,E
1546,Tiger Woods PGA Tour 2005,88,26,8.9,14,EA Sports,E
1547,Kingdoms of Amalur: Reckoning,81,34,7.6,376,Big Huge Games,M
1548,Dragon Ball Z: Burst Limit,71,32,7.2,51,"Dimps Corporation, Namco Bandai Games",T
1549,Tekken Tag Tournament 2,82,50,8.2,193,Namco Bandai Games,T
1550,Ninja Gaiden Sigma 2,83,52,7.7,115,Team Ninja,M
1551,Ratatouille,65,9,8,11,Asobo Studio,E
1552,Burnout 2: Point of Impact,86,31,8.2,48,Criterion Games,E
1553,Wii Fit U,72,19,7.7,72,Nintendo,E
1554,Street Fighter EX3,64,17,7.9,31,Arika,T
1555,The Legendary Starfy,75,25,8.4,26,TOSE,E
1556,NCAA Football 11,85,22,7.4,25,EA Tiburon,E
1557,The House of the Dead: Overkill,78,65,8.7,95,Headstrong Games,M
1558,Army of Two: The 40th Day,74,56,7,88,EA Montreal,M
1559,Darksiders II,84,39,7.1,422,Vigil Games,M
1560,Spider-Man 2,80,41,8.8,30,Treyarch,T
1561, Tales of Xillia 2,71,59,7.9,216,Bandai Namco Games,T
1562,Ghostbusters: The Video Game,78,74,7.9,96,Terminal Reality,T
1563,The Incredibles,63,27,7.1,7,Heavy Iron Studios,T
1564,Xenoblade Chronicles X,84,87,8.9,1548,Monolith Soft,T
1565,NBA 2K10,83,30,7.8,39,Visual Concepts,E
1566,Skate 2,84,50,7.8,53,EA Black Box,T
1567,Big Mutha Truckers,62,15,5.3,20,Eutechnyx,T
1568,Rogue Galaxy,83,59,8.4,89,Level 5,T
1569,ESPN College Hoops 2K5,86,14,8.1,10,Visual Concepts,E
1570,NCAA Football 14,77,9,6.2,40,EA Tiburon,E
1571,Harry Potter and the Order of the Phoenix,51,15,4.9,19,Visual Impact,E
1572,Sniper Elite V2,67,37,6.8,131,Rebellion,M
1573,Metroid: Zero Mission,89,50,9,132,Nintendo,E
1574,Burnout Legends,86,53,8.4,108,Criterion Games,E10+
1575,Blazing Angels: Squadrons of WWII,57,11,6.7,28,Ubisoft,T
1576,Madden NFL 09 All-Play,82,19,7.2,22,EA Tiburon,E
1577,Dynasty Warriors 2,75,17,8.8,24,Omega Force,T
1578,Time Crisis 4,60,52,7.4,21,Nex Entertainment,T
1579,Duke Nukem Forever,49,76,4.4,456,"Gearbox Software, 3D Realms",M
1580,Lizzie McGuire 2: Lizzie Diaries,57,6,5,5,Artificial Mind and Movement,E
1581,NCAA Football 12,82,17,5.8,41,EA Sports,E
1582,Brute Force,77,45,7.8,49,Digital Anvil,M
1583,Tiger Woods PGA Tour 11,78,40,6.7,17,EA Sports,E
1584,WWE SmackDown vs. Raw 2009,79,18,8.5,18,Yuke's,T
1585,Sly 3: Honor Among Thieves,83,59,8.8,130,Sucker Punch,E10+
1586,Need for Speed: Nitro,69,41,7.4,38,EA Montreal,E10+
1587,Street Fighter X Tekken,84,51,5.3,191,Capcom,T
1588,Sid Meier's Civilization Revolution,84,55,7.8,171,Firaxis Games,E10+
1589,Tales of the Abyss,75,33,7.6,197,Bandai Namco Games,T
1590,Dragon Age II,82,52,4.3,1197,BioWare,M
1591,Call of Duty: Modern Warfare 3,70,16,1.8,442,"Treyarch, Sledgehammer Games",M
1592,James Bond 007: Nightfire,78,30,7.8,25,Eurocom Entertainment Software,T
1593,Tony Hawk's Pro Skater 3,91,27,9,27,Neversoft Entertainment,T
1594,Marvel: Ultimate Alliance,81,29,8.2,33,Raven Software,T
1595,DJ Hero 2,86,66,7.9,23,FreeStyleGames,T
1596,Harvest Moon: Tree of Tranquility,65,18,8.2,28,Marvelous Entertainment,E
1597,Tony Hawk's Underground 2 Remix,83,49,8,34,Shaba Games,T
1598,Need for Speed: Hot Pursuit 2,75,18,6.4,15,EA Seattle,E
1599,Amped: Freestyle Snowboarding,78,30,9,20,Indie Built,E
1600,Stranglehold,77,59,7.6,91,Midway,M
1601,Shin Megami Tensei: Persona 4,90,47,8.9,634,Atlus Co.,M
1602,Devil May Cry HD Collection,74,27,8.8,158,"Capcom, Pipeworks Software, Inc.",M
1603,Dance Central 3,86,43,8,45,Harmonix Music Systems,T
1604,Tales of Destiny II,78,9,8.7,31,Namco,T
1605,NASCAR 2001,73,8,6.1,9,Black Box,E
1606,The Legend of Zelda: Four Swords Adventures,86,55,7.2,74,Nintendo,E
1607,MediEvil: Resurrection,66,43,8.7,52,SCEE,T
1608,Valkyrie Profile,81,8,8.8,37,Tri-Ace,T
1609,Patapon,86,60,8.7,102,SCE Japan Studio,E
1610,Pro Evolution Soccer 2010,78,34,7.6,29,Konami,E
1611,Tom Clancy's Rainbow Six 3,70,34,8.2,17,Ubisoft Shanghai,M
1612,Madden NFL 25,73,18,5.9,111,EA Sports,E
1613,NCAA Football 10,80,20,6.9,14,EA Tiburon,E
1614,Guitar Hero: Warriors of Rock,74,46,7.1,30,Neversoft Entertainment,T
1615,The Sims 2,75,31,4.4,166,Maxis,T
1616,Dragon Ball: Raging Blast 2,60,27,7.5,63,Spike,T
1617,Yakuza,75,58,8.2,73,Amusement Vision,M
1618,Star Wars Rogue Squadron III: Rebel Strike,75,36,7.6,50,Factor 5,T
1619,Hitman: Contracts,80,39,8.3,43,Io Interactive,M
1620,Professor Layton vs Phoenix Wright: Ace Attorney,79,69,8.5,99,Level 5,T
1621,Ben 10: Alien Force,45,6,7.8,11,Monkey Bar Games,E10+
1622,Final Fantasy Anthology,80,14,8.1,28,SquareSoft,T
1623,DiRT 2,87,65,8.2,110,Codemasters,T
1624,Prince of Persia: Warrior Within,83,55,7.5,35,Ubisoft Montreal,M
1625,Killzone: Mercenary,78,86,8.9,513,Guerilla Cambridge,M
1626,Pro Evolution Soccer 2010,72,9,4.6,5,Konami,E
1627,Guitar Hero: Metallica,84,62,8.1,79,Neversoft Entertainment,T
1628,Final Fantasy X / X-2 HD Remaster,86,14,8.5,223,Virtuos,T
1629,Need for Speed: Hot Pursuit 2,68,16,8.3,15,EA Seattle,E
1630,Rayman Raving Rabbids 2,57,8,7,15,Ubisoft Paris,E10+
1631,The Sims 2: Pets,57,9,7.3,10,Maxis,T
1632,Dragon Ball Z: Budokai Tenkaichi 2,73,31,8.6,61,Spike,T
1633,Guitar Hero: Aerosmith,71,11,6.3,15,BudCat,T
1634,Star Wars The Clone Wars: Republic Heroes,48,10,6.4,5,Krome Studios,T
1635,pro evolution soccer 2011,74,10,5.8,5,Konami,E
1636,Harvest Moon: A Wonderful Life,79,28,8.9,148,Marvelous,E
1637,DmC: Devil May Cry,85,40,5.3,1471,Ninja Theory,M
1638,Motocross Mania,34,6,5.3,6,Deibus Studios,E
1639,Darksiders II,83,63,8,456,Vigil Games,M
1640,Need for Speed Rivals,76,12,5.4,107,Ghost Games,E10+
1641,[Prototype 2],74,69,7,173,Radical Entertainment,M
1642,Armored Core 2,78,23,8.4,19,From Software,T
1643,The Godfather II,65,72,6.9,60,EA Redwood Shores,M
1644,Dragon's Dogma,75,59,7.8,320,Capcom,M
1645,Pro Evolution Soccer 2016,87,54,7.1,680,Konami,E
1646,Rare Replay,84,75,7.7,325,Rare Ltd.,M
1647,Band Hero,76,52,5,30,Neversoft Entertainment,E10+
1648,NCAA Football 08,83,6,8.3,23,EA Tiburon,E
1649,FIFA Soccer 2004,82,20,8.2,23,EA Canada,E
1650,The Sims 2: Castaway,64,5,7.3,18,Maxis,E10+
1651,Star Ocean: The Last Hope,72,56,7.2,150,"Square Enix, Tri-Ace",T
1652,Sniper: Ghost Warrior,53,17,6,34,City Interactive,M
1653,Invizimals,69,32,7.3,19,Novarama,E10+
1654,WWE 2K15,55,5,3.1,57,Yuke's,T
1655,Too Human,65,80,7,458,Silicon Knights,T
1656,Tiger Woods PGA Tour 10,81,38,7.7,9,EA Tiburon,E
1657,Tom Clancy's Splinter Cell: Double Agent,85,59,8.1,148,Ubisoft Shanghai,M
1658,Naruto Shippuden: Ultimate Ninja Storm 2,74,31,8.5,39,CyberConnect2,T
1659,Golden Sun: Dark Dawn,79,63,8.1,86,Camelot Software Planning,E10+
1660,Fight Night Champion,86,59,7.4,105,EA Canada,M
1661,Dead Island: Riptide,57,43,6.3,192,Techland,M
1662,Star Wars The Clone Wars: Jedi Alliance,68,10,7.8,32,LucasArts,E10+
1663,The World Ends With You,88,59,8.9,283,Jupiter Corporation,T
1664,Drawn to Life,73,34,8.2,30,5TH Cell,E
1665,Sid Meier's Civilization Revolution,85,39,7.7,87,Firaxis Games,E10+
1666,NBA 2K7,81,12,8.4,18,"Kush Games, Visual Concepts",E
1667,James Bond 007: Nightfire,80,17,8.6,46,Eurocom Entertainment Software,T
1668,Goldeneye 007: Reloaded,72,38,6.3,52,Eurocom Entertainment Software,T
1669,Rayman Origins,87,55,8.2,209,UBlart Montpellier,E10+
1670,Aliens: Colonial Marines,48,47,3.8,449,Gearbox Software,M
1671,Lips,71,43,7.4,34,iNiS,T
1672,MadWorld,81,74,8.6,176,PlatinumGames,M
1673,Need for Speed: ProStreet,57,14,7.1,19,EA Games,E
1674,Perfect Dark Zero,81,75,7.3,229,Rare Ltd.,M
1675,Marvel Nemesis: Rise of the Imperfects,53,30,6.3,46,"EA Canada, Nihilistic",T
1676,Need for Speed: Porsche Unleashed,78,13,8.5,24,Eden Studios,E
1677,Resident Evil: Operation Raccoon City,52,56,4.9,330,Slant Six,M
1678,UFC Personal Trainer: The Ultimate Fitness System,70,36,6.5,15,THQ,E
1679,Worms: Open Warfare,70,22,6.6,18,Team 17,E10+
1680,Star Wars Episode II: Attack of the Clones,38,14,5,6,David A. Palmer Productions,E
1681,Ghost Squad,69,42,7.5,31,"Artificial Mind and Movement, Polygon Magic",T
1682,Maximo: Ghosts to Glory,84,33,8.7,16,Capcom,T
1683,Donkey Kong Country 3,77,16,8.4,27,Rare Ltd.,E
1684,All-Star Baseball 2003,81,15,8.4,17,Acclaim Studios Austin,E
1685,Unlimited Saga,45,26,3,29,SquareSoft,T
1686,Pokemon Dash,46,28,5.9,34,Ambrella,E
1687,Dragon Ball: Raging Blast,57,26,7.2,58,Spike,T
1688,Twisted Metal: Head On,79,45,8.2,38,Incognito Inc.,T
1689,Sonic Unleashed,66,5,6.7,49,Sonic Team,E10+
1690,Driv3r,56,57,4.7,69,Reflections Interactive,M
1691,ISS Pro Evolution,94,4,8.7,40,KCET,E
1692,Need For Speed: Undercover,52,7,6.8,37,Piranha Games,T
1693,Metroid Prime Hunters,85,54,8,188,Nintendo,T
1694,Bayonetta 2,91,80,8.2,1217,PlatinumGames,M
1695,Star Wars Battlefront: Elite Squadron,63,25,8,41,Savage Entertainment,T
1696,Syphon Filter: The Omega Strain,65,47,6.9,30,Sony Bend,M
1697,The Sims 3,52,29,3.3,31,EA Games,T
1698,Mortal Kombat: Deception,81,53,8.8,24,Midway,M
1699,That's So Raven,39,6,7.6,5,Vicarious Visions,E
1700,DJ Hero,87,22,7.6,19,Exient Entertainment,T
1701,Portal 2,95,52,8.8,5999,Valve Software,E10+
1702,Duke Nukem Forever,51,48,4.9,278,"Gearbox Software, 3D Realms",M
1703,Star Wars: The Force Unleashed II,71,10,7.8,31,"LucasArts, Red Fly Studio",T
1704,Harry Potter and the Half-Blood Prince,60,35,6,8,EA Bright Light,E10+
1705,Wall-E,67,8,8.4,9,Asobo Studio,E
1706,Professor Layton and the Azran Legacy,81,58,7.9,86,Level 5,E10+
1707,Mega Man X5,76,10,8.9,55,Capcom,E
1708,Titanfall 2,89,56,8.4,704,Respawn Entertainment,M
1709,Genji: Days of the Blade,55,46,5.8,30,Game Republic,T
1710,Metal Gear Solid V: The Phantom Pain,95,10,7.3,900,"Kojima Productions, Moby Dick Studio",M
1711,Rockstar Games presents Table Tennis,81,75,7.8,69,Rockstar San Diego,E
1712,Drawn to Life: The Next Chapter,58,22,6,8,Planet Moon Studios,E
1713,PokePark 2: Wonders Beyond,60,18,7,27,Creatures Inc.,E
1714,DJ Hero 2,86,46,7.8,22,FreeStyleGames,T
1715,WWE SmackDown vs. Raw 2009,72,9,6,9,Yuke's,T
1716,LEGO Batman 2: DC Super Heroes,72,6,5.2,25,TT Games,E10+
1717,SoulCalibur V,81,53,6.7,150,Project Soul,T
1718,Shark Tale,69,30,6.5,6,Edge of Reality,E
1719,Zone of the Enders,78,21,7.4,49,KCEJ,M
1720,Pro Evolution Soccer 2015,82,56,7.2,386,Konami,E
1721,Tony Hawk's Underground 2,83,55,7.8,12,Neversoft Entertainment,T
1722,Madden NFL 06,75,23,7.9,16,EA Tiburon,E
1723,Raving Rabbids: Travel in Time,62,24,7.6,14,Ubisoft,E10+
1724,Capcom vs. SNK 2: Mark of the Millennium 2001,81,22,7.9,27,Capcom,T
1725,MVP 06 NCAA Baseball,76,27,9,18,EA Canada,E
1726,Turok,69,63,7.1,120,Propaganda Games,M
1727,Coded Arms,59,42,6.5,61,Konami,T
1728,Final Fantasy Tactics A2: Grimoire of the Rift,80,47,6.9,106,Square Enix,E10+
1729,The Lord of the Rings: Conquest,54,45,7.1,57,Pandemic Studios,T
1730,Band Hero,76,45,5.7,9,Neversoft Entertainment,E10+
1731,Burnout,79,25,7.7,33,Criterion Games,E
1732,Spectrobes,63,37,7.9,31,Jupiter Corporation,E
1733,The Godfather II,67,53,7.2,50,EA Redwood Shores,M
1734,Mortal Kombat: Unchained,70,19,8.8,31,JGI Entertainment,M
1735,Need for Speed: Shift,69,11,6.5,31,EA Bright Light,E
1736,Dark Souls II,91,30,7.9,915,From Software,T
1737,Assassin's Creed: Revelations,80,20,7.4,771,Ubisoft Montreal,M
1738,[Prototype 2],79,39,6.8,179,Radical Entertainment,M
1739,Midnight Club 3: DUB Edition,84,53,7.4,40,Rockstar San Diego,E10+
1740,Resident Evil: Revelations,74,30,7.2,204,Capcom,M
1741,Tom Clancy's Rainbow Six: Vegas,60,20,7.1,31,Ubisoft Montreal,T
1742,Red Faction: Guerrilla,85,56,8.1,136,Volition Inc.,M
1743,Ace Combat: Assault Horizon,77,28,6.7,82,Project Aces,T
1744,Unreal Championship,83,29,8.2,24,Digital Extremes,M
1745,Crysis 2,86,42,6.8,1594,Crytek,M
1746,Tales of Vesperia,79,67,8.2,264,Bandai Namco Games,T
1747,MLB 13: The Show,87,36,7.8,114,SCEA San Diego Studios,E
1748,LEGO Marvel Super Heroes,82,8,8,71,TT Games,E10+
1749,Namco Museum Remix,49,18,6.3,4,TOSE,E
1750,Sword of Mana,72,31,8.3,25,Brownie Brown,E
1751,Marvel: Ultimate Alliance 2,74,48,7.3,51,Vicarious Visions,T
1752,Dragon Age: Inquisition,85,45,5.9,3926,BioWare,M
1753,Resonance of Fate,72,42,8,136,Tri-Ace,T
1754,Pirates of the Caribbean: At World's End,55,24,6.9,19,Eurocom Entertainment Software,T
1755,Tiger Woods PGA Tour 08,79,30,6.6,7,EA Salt Lake,E
1756,Classic NES Series: Donkey Kong,55,15,4.8,4,Nintendo,E
1757,Harvest Moon: Animal Parade,76,10,8.9,20,Natsume,E
1758,WWE SmackDown vs. Raw 2010,78,11,7.7,9,Yuke's,T
1759,Style Savvy: Trendsetters,76,5,8,15,syn Sophia,E
1760,Final Fantasy XIII-2,79,50,6.3,268,Square Enix,T
1761,Oddworld: Munch's Oddysee,80,30,8.7,32,Oddworld Inhabitants,T
1762,Persona 4: Arena,86,47,7.7,180,Arc System Works,T
1763,Brink,72,39,5.8,168,Splash Damage,T
1764,NHL 11,88,49,7.7,71,Electronic Arts,E10+
1765,NCAA Football 07,79,43,6.9,20,EA Sports,E
1766,Full Spectrum Warrior,84,67,8.7,27,Pandemic Studios,M
1767,LEGO Marvel's Avengers,71,70,7,87,TT Games,E10+
1768,Katamari Damacy,86,55,9,86,Namco,E
1769,Just Dance 2015,75,6,6.6,26,Ubisoft,E10+
1770,LEGO Dimensions,80,53,7.1,65,Traveller's Tales,E10+
1771,Naruto Shippuden: Ultimate Ninja Storm Generations,74,23,7.1,83,"CyberConnect2, Racjin",T
1772,Shaun Palmer's Pro Snowboarder,64,17,8.7,13,Dearsoft,E
1773,James Bond 007: Agent Under Fire,74,16,6.8,25,Electronic Arts,T
1774,Harvest Moon DS: Island of Happiness,65,15,7,22,TOSE,E
1775,Star Wars Episode III: Revenge of the Sith,73,13,7.5,12,Ubisoft,E10+
1776,Ultimate Spider-Man,74,52,7.9,54,Treyarch,T
1777,Monopoly Streets,65,9,5.2,5,Electronic Arts,E
1778,Total War: Rome II,76,71,4.2,3742,Creative Assembly,T
1779,NBA Live 08,68,10,6.6,9,EA Canada,E
1780,Star Ocean: The Last Hope International,74,45,6.7,155,"Square Enix, Tri-Ace",T
1781,Dead to Rights,73,39,8.9,16,Namco,M
1782,Indiana Jones and the Staff of Kings,55,32,7,28,Artificial Mind and Movement,T
1783,Tiger Woods PGA Tour 07,79,33,6,8,EA Redwood Shores,E
1784,Major League Baseball 2K7,79,31,7.1,34,Kush Games,E
1785,Persona Q: Shadow of the Labyrinth,83,56,8.1,169,Atlus,M
1786,MLB 14: The Show,83,17,7.7,205,SCEA San Diego Studios,E
1787,X-Men: Mutant Academy 2,72,12,8.4,18,Paradox Development,T
1788,Kirby: Canvas Curse,86,48,8.2,87,HAL Labs,E
1789,Madden NFL 10,77,23,7.2,24,EA Tiburon,E
1790,MLB 09: The Show,90,27,8.1,61,SCEA San Diego Studios,E
1791,Borderlands: The Pre-Sequel,74,16,6.4,161,2K Australia,M
1792,Super Monkey Ball Jr.,82,20,8.6,11,Realism Ltd,E
1793,The Witcher 3: Wild Hunt,93,32,9.3,10665,CD Projekt Red Studio,M
1794,F1 2011,84,61,7.1,54,Codemasters,E
1795,Mobile Suit Gundam: Encounters in Space,66,10,8.5,37,Bandai,T
1796,MLB 10: The Show,91,33,8.3,107,SCEA,E
1797,MX vs. ATV Reflex,75,47,6.6,30,Rainbow Studios,E
1798,Blur,81,58,8.2,86,Bizarre Creations,E10+
1799,Battlefield: Bad Company 2,87,46,8.3,1467,EA DICE,M
1800,DiRT 3,87,81,7.1,166,Codemasters,T
1801,The Lord of the Rings: The Two Towers,79,17,8.1,18,Stormfront Studios,T
1802,Madden NFL 2003,92,16,8.3,16,EA Tiburon,E
1803,Skate,86,59,8.4,137,EA Black Box,T
1804,XCOM: Enemy Unknown,89,57,8.2,2235,Firaxis Games,M
1805,Ben 10: Protector of Earth,60,4,7.2,23,High Voltage Software,E10+
1806,Virtua Fighter 4: Evolution,93,30,9,48,Sega,T
1807,Crysis,91,56,8,1970,Crytek,M
1808,Resident Evil: Survivor,39,10,7,47,Capcom,M
1809,The Sims 2: Castaway,66,8,4,5,Full Fat,E
1810,Godzilla: Destroy All Monsters Melee,73,30,7.8,23,"Pipeworks Software, Inc.",T
1811,Silent Hill 3,85,41,8.8,315,KCET,M
1812,Spyro: Enter the Dragonfly,48,13,5.1,24,Equinoxe,E
1813,Power Rangers: Dino Thunder,49,6,6.2,5,Pacific Coast Power & Light,E
1814,Madden NFL 08,75,10,6.8,8,EA Tiburon,E
1815,Madden NFL 09,68,8,6.5,4,EA Tiburon,E
1816,NBA Live 09,77,32,7.4,14,EA Canada,E
1817,Dragon Ball: Xenoverse 2,73,54,7.8,117,Dimps Corporation,T
1818,Dynasty Warriors 6,59,31,7.3,49,"Koei, Omega Force",T
1819,NCAA Football 09,83,24,7.7,26,EA Tiburon,E
1820,Doom 3: Resurrection of Evil,77,41,7.9,16,"id Software, Nerve Software",M
1821,SSX,82,65,6.4,186,EA Canada,E
1822,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,65,43,5.9,21,"Eighting, Genius Sonority Inc.",T
1823,Two Worlds,50,44,5.5,182,Reality Pump,M
1824,Tony Hawk's Underground,89,19,8.5,24,Neversoft Entertainment,T
1825,Spider-Man 2,67,43,6.9,8,Vicarious Visions,T
1826,NCAA Football 08,81,30,7.8,44,EA Sports,E
1827,Skylanders: Trap Team,86,4,7.1,18,Toys for Bob,E10+
1828,Star Wars: Obi-Wan,58,28,5.9,14,LucasArts,T
1829,Ace Attorney Investigations: Miles Edgeworth,78,51,8.4,79,Capcom,T
1830,Kill.Switch,73,33,8.3,19,Namco,T
1831,Catherine,79,61,8.1,372,Atlus,M
1832,SplashDown,84,22,8.2,11,Rainbow Studios,E
1833,Jade Empire,89,84,8.6,113,BioWare,M
1834,Infinite Undiscovery,68,60,7,158,Tri-Ace,T
1835,Lego Star Wars: The Force Awakens,78,61,7.5,91,TT Games,E10+
1836,NHL 12,86,56,7,72,Electronic Arts,E10+
1837,Advance Wars,92,28,9,95,Intelligent Systems,E
1838,NASCAR 2001,66,16,6.6,9,EA Sports,E
1839,Mafia,65,30,7.6,62,Illusion Softworks,M
1840,Ape Escape: On the Loose,66,35,6.4,16,"SCEA, Sims",E
1841,Mobile Suit Gundam: Journey to Jaburo,58,16,8.1,49,Bandai,T
1842,MLB 08: The Show,85,33,8.7,76,SCEA San Diego Studios,E
1843,TimeSplitters 2,90,33,8.8,127,Free Radical Design,T
1844,Omerta: City of Gangsters,43,18,3.3,25,Kalypso,T
1845,Driver: San Francisco,80,63,7.6,130,Ubisoft Reflections,T
1846,Classic NES Series: Zelda II: The Adventure of Link,73,8,7.5,39,Nintendo,E
1847,James Bond 007: Blood Stone,65,49,7.4,45,Bizarre Creations,T
1848,Metal Gear Solid: Portable Ops Plus,65,19,7.5,27,Kojima Productions,T
1849,LEGO Rock Band,70,15,6.8,6,TT Fusion,E10+
1850,Halo 2 Multiplayer Map Pack,89,37,7.4,34,Bungie Software,M
1851,Mortal Kombat: Shaolin Monks,77,41,8.6,74,Midway Studios - Los Angeles,M
1852,MotionSports,40,30,4.4,9,Ubisoft Milan,T
1853,MX vs. ATV Unleashed: On the Edge,68,22,8.1,7,Rainbow Studios,E
1854,Mario Pinball Land,62,35,4.9,11,Fuse Games Limited,E
1855,Dragon Ball Z: Budokai,65,16,6.3,15,Pyramid,T
1856,Plants vs. Zombies: Garden Warfare,76,65,7.4,438,PopCap,E10+
1857,Need for Speed Rivals,75,18,5.8,175,Ghost Games,E10+
1858,The Sims 2: Apartment Pets,50,12,3.3,4,Full Fat,E
1859,Harry Potter and the Chamber of Secrets,77,14,8.3,27,Eurocom Entertainment Software,E
1860,Prince of Persia: The Forgotten Sands,75,49,7.6,120,Ubisoft Montreal,T
1861,The Lord of the Rings: The Return of the King,84,23,8.5,21,Hypnos Entertainment,T
1862,The Sims: Medieval,77,56,6.1,173,The Sims Studio,T
1863,Top Spin 4,82,37,7.7,55,2K Czech,E
1864,Baldur's Gate: Dark Alliance II,78,44,8.7,54,Black Isle Studios,T
1865,Shark Tale,63,8,9,4,Vicarious Visions,E
1866,IL-2 Sturmovik: Birds of Prey,81,28,7.3,20,Gaijin Entertainment,T
1867,NBA Street Vol. 2,89,22,8.8,24,Electronic Arts,E
1868,MX vs. ATV Untamed,70,43,7.1,17,Rainbow Studios,E
1869,The Last Remnant,66,49,6.9,122,Square Enix,M
1870,NCAA Football 2005,89,29,8,12,EA Sports,E
1871,The Sly Collection,85,46,8.8,172,Sanzaru Games,E10+
1872,Naruto: Clash of Ninja,72,21,8.1,20,Tomy Corporation,T
1873,Sniper Elite 3,67,41,7.1,178,Rebellion,M
1874,Prince of Persia: The Two Thrones,85,46,8.5,111,Ubisoft Montreal,M
1875,Hot Shots Golf: Open Tee 2,82,42,8.6,12,Clap Hanz,E
1876,Suikoden II,82,8,8.4,162,Konami,T
1877,Iron Man,42,27,6.2,45,Secret Level,T
1878,FIFA Soccer 06,80,39,7.5,22,EA Canada,E
1879,Fight Night 2004,85,47,8.7,20,EA Sports,T
1880,.hack//Mutation Part 2,76,24,8.9,81,CyberConnect2,T
1881,Wolfenstein: The New Order,79,18,7.8,397,MachineGames,M
1882,Cars: Mater-National Championship,69,7,6.8,5,Rainbow Studios,E
1883,Kirby's Dream Collection: Special Edition,82,6,8.8,37,HAL Labs,E10+
1884,Return to Castle Wolfenstein: Tides of War,84,38,8.8,33,Nerve Software,M
1885,RIFT,84,59,7.3,561,Trion Worlds,T
1886,Spider-Man 3,60,33,7,40,Treyarch,T
